id	Kanji	Strokes	Grade	Kanji_Classification	JLPT-test	Name_of_Radical	Radical_Freq	#_of_On	#_of_Meanings_of_On	#_of_Meanings_of_Kun	Year_of_Inclusion	Kanji_Frequency_with_Proper_Nouns	Kanji_Frequency_without_Proper_Nouns	Symmetry
281	監	15	7	会意_Com_Ideographic	1	Sara	8	1	4	0	1981	166435	166298	R
282	緩	15	7	形声_Phonetic	1	Ito_Itohen	63	1	5	18	1981	27903	27903	R
283	憾	16	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	0	1981	3524	3524	
284	還	16	7	形声_Phonetic	1	Shinnyoo	51	1	4	0	1981	27878	27878	S
285	館	16	3	形声_Phonetic	4	Shoku_Shokuhen	12	1	3	2	1981	123530	104513	P
286	環	17	7	形声_Phonetic	1	Tama_Oo	15	1	1	0	1981	94606	86615	S
287	簡	18	6	形声_Phonetic	2	Take_Takekanmuri	24	1	2	0	1981	24121	24104	R
288	観	18	4	形声_Phonetic	3	Miru	7	1	6	0	1981	103991	101903	S
289	韓	18	7	会意_Com_Ideographic	0	Nameshigawa	1	1	1	0	2010	114566	1651	
290	艦	21	7	形声_Phonetic	1	Fune_Funehen	8	1	1	0	1981	17124	16793	S
291	鑑	23	7	形声_Phonetic	1	Kane_Kanehen	33	1	2	2	1981	16024	15763	S
292	丸	3	2	象形_Pictographic	2	Ten	4	1	4	14	1981	51748	20149	S
293	含	7	7	会意_Com_Ideographic	2	Kuchi_Kuchihen	70	1	15	18	1981	85032	84861	S
294	岸	8	3	形声_Phonetic	2	Yama_Yamahen	16	1	4	4	1981	36242	23045	P
295	岩	8	2	象形_Pictographic	2	Yama_Yamahen	16	1	3	3	1981	59479	7213	R
296	玩	8	7	形声_Phonetic	0	Tama_Oo	15	1	6	0	2010	1255	1255	
297	眼	11	5	形声_Phonetic	1	Me_Mehen	19	2	23	1	1981	10059	10003	P
298	頑	13	7	形声_Phonetic	1	Oogai	22	1	2	0	1981	17758	17758	R
299	顔	18	2	形声_Phonetic	3	Oogai	22	1	2	5	1981	65586	65573	P
300	願	19	4	形声_Phonetic	3	Oogai	22	1	3	5	1981	32081	31216	P
301	企	6	7	象形_Pictographic	1	Hito_Ninben_Hitoyane	104	1	8	8	1981	137455	135325	
302	伎	6	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	2	0	2010	7779	5317	
303	危	6	6	形声_Phonetic	3	Fushizukuri_Warifu	6	1	3	13	1981	72507	72486	R
304	机	6	6	象形_Pictographic	2	Ki_Kihen	85	1	2	2	1981	3114	3064	
305	気	6	1	形声_Phonetic	5	Kigamae	1	2	30	0	1981	387806	378575	P
306	岐	7	7	形声_Phonetic	1	Yama_Yamahen	16	1	6	0	1981	19388	2952	
307	希	7	4	象形_Pictographic	2	Haba_Kinben	17	1	1	0	1981	41379	32914	R
308	忌	7	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	3	11	1981	2776	2637	S
309	汽	7	2	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	0	1981	1375	1069	
310	奇	8	7	会意_Com_Ideographic	1	Dai	16	1	3	0	1981	10880	10780	R
311	祈	8	7	形声_Phonetic	2	Shimesu_Shimesuhen	15	1	2	2	1981	8956	8936	
312	季	8	4	会意_Com_Ideographic	2	Ko_Kohen	9	1	1	0	1981	84575	83471	P
313	紀	9	4	形声_Phonetic	1	Ito_Itohen	63	1	5	0	1981	84456	39505	S
314	軌	9	7	形声_Phonetic	1	Kuruma_Kurumahen	15	1	8	0	1981	6684	6683	S
315	既	10	7	会意_Com_Ideographic	1	Munyoo	1	1	5	5	1981	27473	27473	R
316	記	10	2	形声_Phonetic	3	Gon_Gonben	68	1	7	4	1981	325687	320434	P
317	起	10	3	形声_Phonetic	4	Hashiru_Soonyoo	6	1	5	26	1981	143238	142531	S
318	飢	10	7	形声_Phonetic	1	Shoku_Shokuhen	12	1	2	2	1981	2283	2283	
319	鬼	10	7	象形_Pictographic	1	Oni_Kinyoo	4	1	3	7	1981	8447	5180	R
320	帰	10	2	会意_Com_Ideographic	4	Haba_Kinben	17	1	4	5	1981	84044	83936	R
321	基	11	5	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	9	3	1981	183500	176867	R
322	寄	11	5	形声_Phonetic	3	Ukanmuri	36	1	13	24	1981	71641	70655	R
323	規	11	5	会意_Com_Ideographic	3	Miru	7	1	2	0	1981	125053	122281	S
324	亀	11	7	象形_Pictographic	1	Otsu_Otsunyoo	7	1	2	2	2010	20419	5017	
325	喜	12	4	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	3	3	1981	59165	31074	S
326	幾	12	7	会意_Com_Ideographic	3	Itogashira	4	1	6	5	1981	3329	2681	R
327	揮	12	6	形声_Phonetic	1	Tehen	89	1	6	0	1981	26137	25881	
328	期	12	3	形声_Phonetic	3	Tsuki_Tsukihen	8	2	9	0	1981	373280	372411	P
329	棋	12	7	形声_Phonetic	1	Ki_Kihen	85	1	1	0	1981	32955	30669	S
330	貴	12	6	会意_Com_Ideographic	1	Kai_Kaihen	35	1	6	11	1981	40784	11941	R
331	棄	13	7	会意_Com_Ideographic	1	Ki_Kihen	85	1	13	0	1981	41725	41725	S
332	毀	13	7	会意_Com_Ideographic	0	Rumata	6	1	3	0	2010	271	271	
333	旗	14	4	形声_Phonetic	1	Hoo_Hoohen	6	1	6	6	1981	13950	13045	S
334	器	15	4	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	7	7	1981	96315	90488	P
335	畿	15	7	形声_Phonetic	0	Ta_Tahen	19	1	2	0	2010	7830	399	
336	輝	15	7	形声_Phonetic	1	Kuruma_Kurumahen	15	1	7	7	1981	21277	13041	
337	機	16	4	形声_Phonetic	3	Ki_Kihen	85	1	5	1	1981	341144	328821	S
338	騎	18	7	形声_Phonetic	1	Uma_Umahen	11	1	2	0	1981	5900	5830	R
339	技	7	5	形声_Phonetic	2	Tehen	89	1	6	6	1981	121322	118311	P
340	宜	8	7	象形_Pictographic	1	Ukanmuri	36	1	24	0	1981	5920	2933	P
341	偽	11	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	5	10	1981	33521	33521	R
342	欺	12	7	形声_Phonetic	1	Akubi	8	1	3	3	1981	12533	12533	
343	義	13	5	会意_Com_Ideographic	1	Hitsuji	7	1	11	0	1981	137923	98175	S
344	疑	14	6	象形_Pictographic	3	Hiki	2	1	3	3	1981	215539	215539	S
345	儀	15	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	5	0	1981	25031	24131	P
346	戯	15	7	会意_Com_Ideographic	1	Hokogamae_Hokozukuri	7	1	5	5	1981	2360	2359	S
347	擬	17	7	形声_Phonetic	1	Tehen	89	1	5	0	1981	1644	1644	R
348	犠	17	7	形声_Phonetic	1	Ushi_Ushihen	6	1	1	0	1981	17568	17568	
349	議	20	4	形声_Phonetic	3	Gon_Gonben	68	1	6	0	1981	557609	554146	P
350	菊	11	7	会意_Com_Ideographic	1	Kusakanmuri	47	1	1	0	1981	13537	2811	S
351	吉	6	7	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	2	3	0	1981	73912	3185	S
352	喫	12	7	形声_Phonetic	2	Kuchi_Kuchihen	70	1	4	0	1981	12168	12168	S
353	詰	13	7	形声_Phonetic	2	Gon_Gonben	68	1	4	26	1981	29712	29629	S
354	却	7	7	会意_Com_Ideographic	1	Fushizukuri_Warifu	6	1	4	0	1981	34599	34599	P
355	客	9	3	会意_Com_Ideographic	3	Ukanmuri	36	2	5	0	1981	77689	77463	S
356	脚	11	7	形声_Phonetic	1	Niku_Nikuzuki	44	2	3	16	1981	17524	17512	S
357	逆	9	5	形声_Phonetic	2	Shinnyoo	51	1	6	6	1981	53169	53103	R
358	虐	9	7	象形_Pictographic	1	Toragashira	5	1	2	1	1981	14877	14877	S
359	九	2	1	象形_Pictographic	5	Otsu_Otsunyoo	7	2	1	1	1981	83167	44817	R
360	久	3	5	象形_Pictographic	2	No	4	2	3	3	1981	86023	15812	S
361	及	3	7	会意_Com_Ideographic	1	No	4	1	3	13	1981	65027	62000	S
362	弓	3	2	象形_Pictographic	1	Yumi_Yumihen	11	1	2	4	1981	4289	1326	S
363	丘	5	7	象形_Pictographic	1	Ichi	14	1	3	3	1981	9788	3344	S
364	旧	5	5	会意_Com_Ideographic	2	Nichi_Nichihen	38	1	6	0	1981	55161	54326	R
365	休	6	1	会意_Com_Ideographic	5	Hito_Ninben_Hitoyane	104	1	5	16	1981	57608	57257	S
366	吸	6	6	形声_Phonetic	3	Kuchi_Kuchihen	70	1	5	5	1981	20591	20591	R
367	朽	6	7	形声_Phonetic	1	Ki_Kihen	85	1	3	3	1981	2168	2116	S
368	臼	6	7	象形_Pictographic	0	Usu	2	1	2	2	2010	2657	576	S
369	求	7	4	象形_Pictographic	3	Mizu_Sanzui_Shitamizu	118	1	9	9	1981	199081	198721	S
370	究	7	3	形声_Phonetic	4	Ana_Anakanmuri	10	1	3	3	1981	128759	126101	S
371	泣	8	4	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	4	4	1981	12445	12412	
372	急	9	3	形声_Phonetic	4	Kokoro_Risshinben_Shitagokoro	76	1	5	2	1981	117082	106764	R
373	級	9	3	形声_Phonetic	1	Ito_Itohen	63	1	5	0	1981	78280	78184	P
374	糾	9	7	形声_Phonetic	1	Ito_Itohen	63	1	6	0	1981	1787	1787	S
375	宮	10	3	会意_Com_Ideographic	1	Ukanmuri	36	3	2	4	1981	137304	18307	S
376	救	11	4	会意_Com_Ideographic	1	Nobun	16	1	6	6	1981	47547	47537	R
377	球	11	3	形声_Phonetic	3	Tama_Oo	15	1	5	4	1981	284228	280835	P
378	給	12	4	形声_Phonetic	3	Ito_Itohen	63	1	3	0	1981	77929	77558	S
379	嗅	13	7	会意_Com_Ideographic	0	Kuchi_Kuchihen	70	1	3	3	2010	320	320	
380	窮	15	7	会意_Com_Ideographic	1	Ana_Anakanmuri	10	1	4	3	1981	4098	4098	R
381	牛	4	2	象形_Pictographic	4	Ushi_Ushihen	6	1	2	4	1981	35738	32331	S
382	去	5	3	会意_Com_Ideographic	4	Mu	2	2	12	12	1981	106919	106911	S
383	巨	5	7	象形_Pictographic	2	Hakogamae	2	1	3	0	1981	51473	24423	R
384	居	8	5	会意_Com_Ideographic	3	Shikabane	15	1	1	9	1981	46963	43119	P
385	拒	8	7	形声_Phonetic	1	Tehen	89	1	8	8	1981	25910	25910	
386	拠	8	7	形声_Phonetic	1	Tehen	89	2	2	0	1981	44834	44834	P
387	挙	10	4	会意_Com_Ideographic	1	Te	6	1	5	6	1981	161313	160969	S
388	虚	11	7	形声_Phonetic	1	Toragashira	5	2	6	0	1981	13524	13127	R
389	許	11	5	形声_Phonetic	3	Gon_Gonben	68	1	10	10	1981	46404	45217	P
390	距	12	7	形声_Phonetic	1	Ashi_Ashihen	11	1	1	0	1981	24305	24304	
391	魚	11	2	象形_Pictographic	4	Uo_Uohen	3	1	1	1	1981	17300	14588	S
392	御	12	7	形声_Phonetic	3	Gyooninben	19	2	2	1	1981	26325	18220	R
393	漁	14	4	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	2	4	0	1981	20101	19912	R
394	凶	4	7	象形_Pictographic	1	Ukebako	4	1	4	0	1981	4290	4290	R
395	共	6	4	会意_Com_Ideographic	3	Hachi	8	1	9	9	1981	222581	183137	R
396	叫	6	7	形声_Phonetic	2	Kuchi_Kuchihen	70	1	9	9	1981	7581	7581	
397	狂	7	7	形声_Phonetic	1	Inu_Kemonohen	17	1	1	12	1981	11005	10950	R
398	京	8	2	象形_Pictographic	4	Nabebuta	5	2	4	0	1981	527226	5778	S
399	享	8	7	象形_Pictographic	1	Nabebuta	5	1	16	0	1981	2293	1114	
400	供	8	6	形声_Phonetic	3	Hito_Ninben_Hitoyane	104	2	5	6	1981	137249	136909	R
401	協	8	4	形声_Phonetic	2	Juu	11	1	1	0	1981	248079	241560	S
402	況	8	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	2	0	1981	69500	69500	P
403	峡	9	7	形声_Phonetic	1	Yama_Yamahen	16	1	2	0	1981	2955	2295	
404	挟	9	7	形声_Phonetic	2	Tehen	89	1	6	13	1981	4111	4093	
405	狭	9	7	形声_Phonetic	1	Inu_Kemonohen	17	1	3	8	1981	10512	7592	S
406	恐	10	7	形声_Phonetic	3	Kokoro_Risshinben_Shitagokoro	76	1	5	10	1981	35850	35846	R
407	恭	10	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	2	1981	7071	73	
408	胸	10	6	形声_Phonetic	2	Niku_Nikuzuki	44	1	6	6	1981	19267	19264	R
409	脅	10	7	形声_Phonetic	1	Niku_Nikuzuki	44	1	2	2	1981	17600	17600	
410	強	11	2	会意_Com_Ideographic	4	Yumi_Yumihen	11	2	3	24	1981	349571	347529	R
411	教	11	2	会意_Com_Ideographic	4	Nobun	16	1	1	7	1981	308288	291374	R
412	郷	11	6	会意_Com_Ideographic	1	Oozato	12	2	4	0	1981	22958	12301	S
413	境	14	5	形声_Phonetic	2	Tsuchi_Tsuchihen	50	2	4	4	1981	107562	98091	P
414	橋	16	3	形声_Phonetic	2	Ki_Kihen	85	1	1	1	1981	114752	18165	S
415	矯	17	7	形声_Phonetic	1	Ya_Yahen	4	1	6	6	1981	1351	1351	S
416	鏡	19	4	形声_Phonetic	1	Kane_Kanehen	33	1	4	4	1981	9692	8958	S
417	競	20	4	会意_Com_Ideographic	2	Tatsu	5	2	2	6	1981	98697	96606	R
418	響	20	7	形声_Phonetic	1	Oto	3	1	10	10	1981	94066	93381	P
419	驚	22	7	形声_Phonetic	1	Uma_Umahen	11	1	5	8	1981	20764	20712	S
420	仰	6	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	2	9	12	1981	6430	5769	S
421	暁	12	7	形声_Phonetic	1	Nichi_Nichihen	38	1	3	3	1981	3889	1626	S
422	業	13	3	象形_Pictographic	4	Ki_Kihen	85	2	13	6	1981	606730	582234	P
423	凝	16	7	形声_Phonetic	1	Nisui	6	1	2	11	1981	3717	3717	R
424	曲	6	3	象形_Pictographic	3	Hirabi	8	1	5	13	1981	44726	43583	S
425	局	7	3	会意_Com_Ideographic	3	Shikabane	15	1	9	0	1981	204511	198760	S
426	極	12	4	形声_Phonetic	2	Ki_Kihen	85	2	4	9	1981	71754	64721	R
427	玉	5	1	象形_Pictographic	2	Tama_Oo	15	1	4	17	1981	86790	30588	S
428	巾	3	7	象形_Pictographic	0	Haba_Kinben	17	1	1	0	2010	306	206	S
429	斤	4	7	象形_Pictographic	1	Kin_Onozukuri	5	1	3	0	1981	396	396	
430	均	7	5	形声_Phonetic	2	Tsuchi_Tsuchihen	50	1	2	0	1981	41745	39791	R
431	近	7	2	形声_Phonetic	4	Shinnyoo	51	1	12	12	1981	225079	189013	R
432	金	8	1	象形_Pictographic	5	Kane_Kanehen	33	2	3	2	1981	589350	516324	S
433	菌	11	7	形声_Phonetic	1	Kusakanmuri	47	1	3	0	1981	11520	11520	P
434	勤	12	6	形声_Phonetic	3	Chikara	23	2	3	11	1981	36276	33539	S
435	琴	12	7	形声_Phonetic	1	Tama_Oo	15	1	1	3	1981	12077	10224	S
436	筋	12	6	象形_Pictographic	1	Take_Takekanmuri	24	1	3	25	1981	38521	38292	P
437	僅	13	7	形声_Phonetic	0	Hito_Ninben_Hitoyane	104	1	2	2	2010	134	134	
438	禁	13	5	会意_Com_Ideographic	2	Shimesu_Shimesuhen	15	1	4	0	1981	56249	56243	R
439	緊	15	7	形声_Phonetic	1	Ito_Itohen	63	1	4	0	1981	41503	41503	S
440	錦	16	7	形声_Phonetic	1	Kane_Kanehen	33	1	3	3	2010	10765	6625	R
441	謹	17	7	形声_Phonetic	1	Gon_Gonben	68	1	6	6	1981	1750	1668	R
442	襟	18	7	形声_Phonetic	1	Koromo_Koromohen	21	1	4	4	1981	1239	1198	S
443	吟	7	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	4	0	1981	1599	1403	S
444	銀	14	3	形声_Phonetic	4	Kane_Kanehen	33	1	1	0	1981	158495	103071	R
445	区	4	3	会意_Com_Ideographic	2	Kakushigamae	4	1	3	0	1981	281952	281786	S
446	句	5	5	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	10	0	1981	24111	23828	P
447	苦	8	3	形声_Phonetic	3	Kusakanmuri	47	1	7	26	1981	64615	64607	R
448	駆	14	7	形声_Phonetic	1	Uma_Umahen	11	1	3	10	1981	25208	25208	S
449	具	8	3	会意_Com_Ideographic	3	Hachi	8	1	7	0	1981	57111	56159	P
450	惧	11	7	形声_Phonetic	0	Kokoro_Risshinben_Shitagokoro	76	1	3	0	2010	2515	2515	
451	愚	13	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	4	3	1981	3412	3337	R
452	空	8	1	形声_Phonetic	4	Ana_Anakanmuri	10	1	7	9	1981	148417	126665	R
453	偶	11	7	形声_Phonetic	3	Hito_Ninben_Hitoyane	104	1	6	0	1981	5943	5943	S
454	遇	12	7	形声_Phonetic	1	Shinnyoo	51	1	4	0	1981	12277	12277	P
455	隅	12	7	形声_Phonetic	2	Kozatohen	31	1	1	2	1981	6440	5426	S
456	串	7	7	象形_Pictographic	0	Bou_Tatebou	1	0	0	2	2010	1217	238	
457	屈	8	7	象形_Pictographic	1	Shikabane	15	1	6	0	1981	10676	10467	S
458	掘	11	7	形声_Phonetic	2	Tehen	89	1	9	9	1981	13532	13532	S
459	窟	13	7	形声_Phonetic	0	Ana_Anakanmuri	10	1	1	0	2010	822	822	P
460	熊	14	7	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	0	0	1	2010	33164	3484	S
461	繰	19	7	形声_Phonetic	1	Ito_Itohen	63	0	0	9	1981	39890	39888	
462	君	7	3	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	1	2	1981	26134	23196	P
463	訓	10	4	形声_Phonetic	2	Gon_Gonben	68	1	5	0	1981	22413	21608	S
464	勲	15	7	形声_Phonetic	1	Chikara	23	1	2	0	1981	8799	5463	S
465	薫	16	7	形声_Phonetic	1	Kusakanmuri	47	1	3	2	1981	4878	411	
466	軍	9	4	象形_Pictographic	2	Kuruma_Kurumahen	15	1	3	0	1981	167323	164725	R
467	郡	10	4	形声_Phonetic	1	Oozato	12	1	2	0	1981	8772	4463	
468	群	13	5	形声_Phonetic	2	Hitsuji	7	1	7	10	1981	33616	18719	R
469	兄	5	2	会意_Com_Ideographic	4	Hitoashi	9	2	3	1	1981	17286	17153	S
470	刑	6	7	形声_Phonetic	1	Katana_Rittoo	32	1	3	0	1981	58863	58773	S
471	形	7	2	会意_Com_Ideographic	3	Sanzukuri	5	2	1	9	1981	105465	88135	P
472	系	7	6	象形_Pictographic	1	Ito_Itohen	63	1	7	0	1981	62080	62080	P
473	径	8	4	形声_Phonetic	1	Gyooninben	19	1	3	0	1981	5895	5814	P
474	茎	8	7	形声_Phonetic	1	Kusakanmuri	47	1	2	2	1981	978	894	P
475	係	9	3	会意_Com_Ideographic	3	Hito_Ninben_Hitoyane	104	1	2	3	1981	171020	171018	R
476	型	9	4	形声_Phonetic	2	Tsuchi_Tsuchihen	50	1	10	10	1981	91041	91041	P
477	契	9	7	会意_Com_Ideographic	1	Dai	16	1	4	4	1981	42071	42070	
478	計	9	2	会意_Com_Ideographic	4	Gon_Gonben	68	1	6	12	1981	225855	223446	P
479	恵	10	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	2	7	3	1981	46794	14441	S
480	啓	11	7	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	2	0	1981	14249	5090	S
481	掲	11	7	形声_Phonetic	1	Tehen	89	1	8	8	1981	50915	50915	S
482	渓	11	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	1	0	1981	2118	1280	
483	経	11	5	形声_Phonetic	3	Ito_Itohen	63	2	3	4	1981	358157	335548	R
484	蛍	11	7	形声_Phonetic	1	Mushi_Mushihen	10	1	1	1	1981	1320	1310	R
485	敬	12	6	会意_Com_Ideographic	2	Nobun	16	1	3	4	1981	25480	16582	S
486	景	12	4	形声_Phonetic	3	Nichi_Nichihen	38	1	2	0	1981	91762	88790	P
487	軽	12	3	形声_Phonetic	2	Kuruma_Kurumahen	15	1	7	7	1981	49092	46003	R
488	傾	13	7	形声_Phonetic	2	Hito_Ninben_Hitoyane	104	1	7	23	1981	24307	24299	S
489	携	13	7	形声_Phonetic	1	Tehen	89	1	4	6	1981	64257	64257	S
490	継	13	7	形声_Phonetic	1	Ito_Itohen	63	1	6	6	1981	60714	60474	R
491	詣	13	7	形声_Phonetic	0	Gon_Gonben	68	1	1	5	2010	1020	1020	
492	慶	15	7	会意_Com_Ideographic	1	Kokoro_Risshinben_Shitagokoro	76	1	1	0	1981	21864	2694	S
493	憬	15	7	形声_Phonetic	0	Kokoro_Risshinben_Shitagokoro	76	1	1	0	2010	105	105	
494	稽	15	7	会意_Com_Ideographic	0	Nogi_Nogihen	23	1	3	0	2010	1112	1111	
495	憩	16	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	3	3	1981	3292	3292	
496	警	19	6	形声_Phonetic	3	Gon_Gonben	68	1	3	0	1981	168039	134506	R
497	鶏	19	7	形声_Phonetic	1	Tori	4	1	1	1	1981	7422	7363	S
498	芸	7	4	会意_Com_Ideographic	2	Kusakanmuri	47	1	8	0	1981	51423	43928	S
499	迎	7	7	形声_Phonetic	3	Shinnyoo	51	1	5	5	1981	54743	54363	S
500	鯨	19	7	形声_Phonetic	1	Uo_Uohen	3	1	1	1	1981	4599	3934	R
501	隙	13	7	会意_Com_Ideographic	0	Kozatohen	31	1	5	9	2010	259	259	
502	劇	15	6	会意_Com_Ideographic	2	Katana_Rittoo	32	1	2	0	1981	47985	45816	S
503	撃	15	7	形声_Phonetic	1	Te	6	1	4	26	1981	113833	113833	P
504	激	16	6	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	8	12	1981	61832	61832	R
505	桁	10	7	形声_Phonetic	0	Ki_Kihen	85	0	0	5	2010	162	120	
506	欠	4	4	形声_Phonetic	3	Akubi	8	1	2	13	1981	48044	48034	R
507	穴	5	6	象形_Pictographic	1	Ana_Anakanmuri	10	1	17	17	1981	12710	11875	S
508	血	6	3	会意_Com_Ideographic	2	Chi	2	1	1	2	1981	41708	41651	S
509	決	7	3	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	2	11	1981	512014	512014	S
510	結	12	4	形声_Phonetic	1	Ito_Itohen	63	1	9	14	1981	221207	219380	R
511	傑	13	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	1	0	1981	3843	2426	S
512	潔	15	5	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	6	6	1981	5027	3591	S
513	月	4	1	象形_Pictographic	5	Tsuki_Tsukihen	8	2	4	2	1981	960443	951166	S
514	犬	4	1	象形_Pictographic	4	Inu_Kemonohen	17	1	1	2	1981	19546	17022	P
515	件	6	5	会意_Com_Ideographic	3	Hito_Ninben_Hitoyane	104	1	3	0	1981	244514	244194	P
516	見	7	1	象形_Pictographic	5	Miru	7	1	4	23	1981	719042	688417	P
517	券	8	5	会意_Com_Ideographic	2	Katana_Rittoo	32	1	4	0	1981	56358	51067	P
518	肩	8	7	象形_Pictographic	2	Niku_Nikuzuki	44	1	1	1	1981	16973	16972	S
519	建	9	4	会意_Com_Ideographic	4	Ennyoo	3	2	2	57	1981	129051	114210	R
520	研	9	3	形声_Phonetic	4	Ishi_Ishihen	16	1	6	6	1981	144742	136201	S
521	県	9	3	会意_Com_Ideographic	2	Me_Mehen	19	1	2	0	1981	414131	412805	R
522	倹	10	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	1	0	1981	225	225	
523	兼	10	7	会意_Com_Ideographic	1	Hachi	8	1	3	4	1981	20997	19476	R
524	剣	10	7	形声_Phonetic	1	Katana_Rittoo	32	1	6	1	1981	12313	12114	S
525	拳	10	7	形声_Phonetic	1	Tehen	89	1	1	1	2010	5187	4176	S
526	軒	10	7	形声_Phonetic	2	Kuruma_Kurumahen	15	1	1	1	1981	6963	6461	S
527	健	11	4	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	3	3	1981	94206	59964	S
528	険	11	5	形声_Phonetic	3	Kozatohen	31	1	6	3	1981	94785	88108	S
529	圏	12	7	形声_Phonetic	1	Kunigamae	12	1	4	0	1981	17687	17314	S
530	堅	12	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	17	17	1981	21305	20584	R
531	検	12	5	形声_Phonetic	1	Ki_Kihen	85	1	1	0	1981	212504	208303	R
532	嫌	13	7	形声_Phonetic	1	Onna_Onnahen	36	2	3	4	1981	19271	19271	R
533	献	13	7	会意_Com_Ideographic	1	Inu_Kemonohen	17	2	1	0	1981	32600	32541	R
534	絹	13	6	形声_Phonetic	1	Ito_Itohen	63	1	1	1	1981	1908	940	S
535	遣	13	7	形声_Phonetic	1	Shinnyoo	51	1	6	18	1981	48420	48420	S
536	権	15	6	形声_Phonetic	3	Ki_Kihen	85	2	2	0	1981	446386	445373	P
537	憲	16	6	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	1	0	1981	58068	43988	S
538	賢	16	7	形声_Phonetic	2	Kai_Kaihen	35	1	2	2	1981	14354	3076	S
539	謙	17	7	形声_Phonetic	1	Gon_Gonben	68	1	3	0	1981	7011	2259	S
540	鍵	17	7	形声_Phonetic	0	Kane_Kanehen	33	1	1	1	2010	4581	4203	
541	繭	18	7	会意_Com_Ideographic	1	Ito_Itohen	63	1	1	1	1981	253	189	
542	顕	18	7	会意_Com_Ideographic	1	Oogai	22	1	8	0	1981	7188	6412	R
543	験	18	4	形声_Phonetic	4	Uma_Umahen	11	2	3	0	1981	113712	113565	P
544	懸	20	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	2	22	42	1981	46161	46103	R
545	元	4	2	象形_Pictographic	4	Hitoashi	9	2	5	14	1981	301141	284013	S
546	幻	4	7	象形_Pictographic	1	Itogashira	4	1	4	4	1981	7517	6657	R
547	玄	5	7	会意_Com_Ideographic	1	Gen	2	1	3	0	1981	11385	8585	R
548	言	7	2	象形_Pictographic	4	Gon_Gonben	68	2	4	9	1981	408709	408580	P
549	弦	8	7	形声_Phonetic	1	Yumi_Yumihen	11	1	6	2	1981	2794	2677	S
550	限	9	5	会意_Com_Ideographic	3	Kozatohen	31	1	3	3	1981	118926	118921	P
551	原	10	2	象形_Pictographic	3	Gandare	4	1	2	6	1981	340241	180401	R
552	現	11	5	形声_Phonetic	3	Tama_Oo	15	1	3	16	1981	506680	506029	R
553	舷	11	7	形声_Phonetic	0	Fune_Funehen	8	1	1	0	2010	323	320	
554	減	12	5	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	2	10	1981	175018	175018	R
555	源	13	6	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	57244	52338	P
556	厳	17	6	形声_Phonetic	1	Tsukanmuri	4	2	2	10	1981	60693	60374	S
557	己	3	6	象形_Pictographic	1	Onore	2	2	1	3	1981	30270	25044	P
558	戸	4	2	象形_Pictographic	2	To_Tokanmuri	6	1	4	1	1981	106805	29863	S
559	古	5	2	会意_Com_Ideographic	4	Kuchi_Kuchihen	70	1	1	8	1981	117209	50067	R
560	呼	8	6	形声_Phonetic	3	Kuchi_Kuchihen	70	1	10	10	1981	79473	79054	S
561	固	8	4	会意_Com_Ideographic	2	Kunigamae	12	1	12	38	1981	41792	41791	S
562	股	8	7	形声_Phonetic	0	Niku_Nikuzuki	44	1	5	3	2010	932	713	S
